Booking_ID,Booking_Date,City,Vehicle_Type,Booking_Status,Fare_Amount
441,2024-03-19 08:00:00,Delhi,Bike,Cancelled,937
442,2024-03-19 09:00:00,Delhi,Auto,Completed,1274
443,2024-03-19 10:00:00,Bangalore,Mini,Completed,1087
444,2024-03-19 11:00:00,Pune,Sedan,Completed,724
445,2024-03-19 12:00:00,Delhi,Auto,Driver_No_Show,129
446,2024-03-19 13:00:00,Pune,Bike,Completed,227
447,2024-03-19 14:00:00,Mumbai,Auto,Completed,1201
448,2024-03-19 15:00:00,Bangalore,Mini,Completed,520
449,2024-03-19 16:00:00,Mumbai,Bike,Completed,1178
450,2024-03-19 17:00:00,Mumbai,Mini,Completed,404
451,2024-03-19 18:00:00,Bangalore,Mini,Completed,645
452,2024-03-19 19:00:00,Mumbai,Auto,Completed,1228
453,2024-03-19 20:00:00,Bangalore,Mini,Cancelled,1295
454,2024-03-19 21:00:00,Pune,Bike,Completed,121
455,2024-03-19 22:00:00,Mumbai,Mini,Completed,1410
456,2024-03-19 23:00:00,Bangalore,Mini,Completed,490
457,2024-03-20 00:00:00,Delhi,Auto,Completed,716
458,2024-03-20 01:00:00,Mumbai,Mini,Completed,248
459,2024-03-20 02:00:00,Pune,Sedan,Cancelled,1395
460,2024-03-20 03:00:00,Bangalore,Auto,Completed,398
461,2024-03-20 04:00:00,Mumbai,Auto,Cancelled,271
462,2024-03-20 05:00:00,Mumbai,Bike,Completed,146
463,2024-03-20 06:00:00,Mumbai,Bike,Completed,725
464,2024-03-20 07:00:00,Pune,Bike,Cancelled,306
465,2024-03-20 08:00:00,Bangalore,Bike,Completed,552
466,2024-03-20 09:00:00,Delhi,Sedan,Completed,1024
467,2024-03-20 10:00:00,Delhi,Auto,Completed,853
468,2024-03-20 11:00:00,Delhi,Mini,Completed,1424
469,2024-03-20 12:00:00,Bangalore,Bike,Completed,807
470,2024-03-20 13:00:00,Delhi,Bike,Completed,1108
471,2024-03-20 14:00:00,Pune,Bike,Completed,775
472,2024-03-20 15:00:00,Bangalore,Mini,Completed,1299
473,2024-03-20 16:00:00,Mumbai,Bike,Completed,954
474,2024-03-20 17:00:00,Pune,Mini,Cancelled,882
475,2024-03-20 18:00:00,Mumbai,Auto,Cancelled,1233
476,2024-03-20 19:00:00,Delhi,Auto,Completed,783
477,2024-03-20 20:00:00,Pune,Auto,Cancelled,1062
478,2024-03-20 21:00:00,Bangalore,Sedan,Completed,963
479,2024-03-20 22:00:00,Pune,Mini,Cancelled,1325
480,2024-03-20 23:00:00,Mumbai,Bike,Completed,267
481,2024-03-21 00:00:00,Bangalore,Bike,Completed,185
482,2024-03-21 01:00:00,Pune,Bike,Cancelled,948
483,2024-03-21 02:00:00,Pune,Bike,Completed,1174
484,2024-03-21 03:00:00,Pune,Sedan,Completed,1235
485,2024-03-21 04:00:00,Pune,Bike,Cancelled,541
486,2024-03-21 05:00:00,Bangalore,Sedan,Cancelled,370
487,2024-03-21 06:00:00,Mumbai,Mini,Driver_No_Show,443
488,2024-03-21 07:00:00,Pune,Auto,Completed,1306
489,2024-03-21 08:00:00,Bangalore,Bike,Completed,602
490,2024-03-21 09:00:00,Mumbai,Auto,Completed,1133
491,2024-03-21 10:00:00,Pune,Mini,Completed,593
492,2024-03-21 11:00:00,Mumbai,Mini,Completed,1357
493,2024-03-21 12:00:00,Mumbai,Bike,Completed,1421
494,2024-03-21 13:00:00,Bangalore,Mini,Completed,343
495,2024-03-21 14:00:00,Mumbai,Auto,Completed,1474
496,2024-03-21 15:00:00,Bangalore,Bike,Cancelled,366
497,2024-03-21 16:00:00,Pune,Sedan,Driver_No_Show,992
498,2024-03-21 17:00:00,Mumbai,Bike,Cancelled,300
499,2024-03-21 18:00:00,Mumbai,Auto,Cancelled,338
500,2024-03-21 19:00:00,Delhi,Bike,Completed,1457
501,2024-03-21 20:00:00,Pune,Bike,Driver_No_Show,1014
502,2024-03-21 21:00:00,Pune,Auto,Completed,1068
503,2024-03-21 22:00:00,Delhi,Bike,Cancelled,583
504,2024-03-21 23:00:00,Delhi,Bike,Cancelled,345
505,2024-03-22 00:00:00,Bangalore,Auto,Cancelled,1131
506,2024-03-22 01:00:00,Bangalore,Mini,Completed,251
507,2024-03-22 02:00:00,Mumbai,Auto,Completed,310
508,2024-03-22 03:00:00,Mumbai,Bike,Completed,466
509,2024-03-22 04:00:00,Mumbai,Sedan,Completed,1043
510,2024-03-22 05:00:00,Mumbai,Sedan,Completed,185
511,2024-03-22 06:00:00,Bangalore,Auto,Completed,1178
512,2024-03-22 07:00:00,Pune,Sedan,Completed,545
513,2024-03-22 08:00:00,Mumbai,Bike,Completed,719
514,2024-03-22 09:00:00,Pune,Bike,Completed,403
515,2024-03-22 10:00:00,Mumbai,Auto,Completed,231
516,2024-03-22 11:00:00,Delhi,Bike,Completed,1003
517,2024-03-22 12:00:00,Mumbai,Mini,Completed,1087
518,2024-03-22 13:00:00,Mumbai,Bike,Completed,1321
519,2024-03-22 14:00:00,Mumbai,Auto,Cancelled,146
520,2024-03-22 15:00:00,Bangalore,Mini,Completed,856
521,2024-03-22 16:00:00,Delhi,Mini,Completed,1326
522,2024-03-22 17:00:00,Mumbai,Sedan,Completed,1384
523,2024-03-22 18:00:00,Mumbai,Bike,Completed,789
524,2024-03-22 19:00:00,Pune,Auto,Completed,1147
525,2024-03-22 20:00:00,Delhi,Sedan,Completed,786
526,2024-03-22 21:00:00,Mumbai,Sedan,Completed,885
527,2024-03-22 22:00:00,Pune,Bike,Completed,439
528,2024-03-22 23:00:00,Pune,Bike,Completed,511
529,2024-03-23 00:00:00,Bangalore,Auto,Completed,1384
530,2024-03-23 01:00:00,Pune,Sedan,Completed,385
531,2024-03-23 02:00:00,Mumbai,Auto,Completed,1209
532,2024-03-23 03:00:00,Bangalore,Sedan,Completed,949
533,2024-03-23 04:00:00,Bangalore,Sedan,Completed,529
534,2024-03-23 05:00:00,Mumbai,Sedan,Completed,130
535,2024-03-23 06:00:00,Delhi,Bike,Cancelled,702
536,2024-03-23 07:00:00,Pune,Sedan,Completed,539
537,2024-03-23 08:00:00,Bangalore,Sedan,Completed,1084
538,2024-03-23 09:00:00,Delhi,Sedan,Cancelled,1472
539,2024-03-23 10:00:00,Mumbai,Mini,Completed,511
540,2024-03-23 11:00:00,Pune,Bike,Completed,627
541,2024-03-23 12:00:00,Pune,Mini,Driver_No_Show,409
542,2024-03-23 13:00:00,Bangalore,Bike,Cancelled,1048
543,2024-03-23 14:00:00,Pune,Auto,Completed,1461
544,2024-03-23 15:00:00,Pune,Mini,Cancelled,773
545,2024-03-23 16:00:00,Pune,Auto,Cancelled,536
546,2024-03-23 17:00:00,Pune,Sedan,Completed,803
547,2024-03-23 18:00:00,Mumbai,Auto,Cancelled,762
548,2024-03-23 19:00:00,Delhi,Auto,Completed,464
549,2024-03-23 20:00:00,Mumbai,Auto,Completed,1022
550,2024-03-23 21:00:00,Mumbai,Auto,Driver_No_Show,212
551,2024-03-23 22:00:00,Bangalore,Bike,Cancelled,275
552,2024-03-23 23:00:00,Pune,Mini,Completed,1272
553,2024-03-24 00:00:00,Mumbai,Bike,Completed,1301
554,2024-03-24 01:00:00,Pune,Bike,Completed,1035
555,2024-03-24 02:00:00,Mumbai,Bike,Completed,481
556,2024-03-24 03:00:00,Mumbai,Auto,Completed,1346
557,2024-03-24 04:00:00,Bangalore,Bike,Driver_No_Show,1382
558,2024-03-24 05:00:00,Delhi,Mini,Cancelled,1312
559,2024-03-24 06:00:00,Delhi,Bike,Completed,405
560,2024-03-24 07:00:00,Mumbai,Sedan,Completed,701
561,2024-03-24 08:00:00,Bangalore,Auto,Completed,442
562,2024-03-24 09:00:00,Pune,Sedan,Completed,255
563,2024-03-24 10:00:00,Pune,Mini,Completed,811
564,2024-03-24 11:00:00,Mumbai,Mini,Completed,1178
565,2024-03-24 12:00:00,Delhi,Mini,Completed,1323
566,2024-03-24 13:00:00,Bangalore,Mini,Completed,502
567,2024-03-24 14:00:00,Delhi,Bike,Completed,713
568,2024-03-24 15:00:00,Pune,Auto,Completed,896
569,2024-03-24 16:00:00,Delhi,Mini,Completed,722
570,2024-03-24 17:00:00,Pune,Sedan,Completed,702
571,2024-03-24 18:00:00,Bangalore,Mini,Completed,276
572,2024-03-24 19:00:00,Bangalore,Auto,Completed,548
573,2024-03-24 20:00:00,Mumbai,Sedan,Completed,842
574,2024-03-24 21:00:00,Mumbai,Sedan,Cancelled,400
575,2024-03-24 22:00:00,Delhi,Sedan,Completed,806
576,2024-03-24 23:00:00,Bangalore,Bike,Completed,406
577,2024-03-25 00:00:00,Bangalore,Mini,Completed,850
578,2024-03-25 01:00:00,Mumbai,Bike,Completed,968
579,2024-03-25 02:00:00,Pune,Sedan,Completed,1390
580,2024-03-25 03:00:00,Delhi,Bike,Driver_No_Show,313
581,2024-03-25 04:00:00,Delhi,Bike,Cancelled,582
582,2024-03-25 05:00:00,Mumbai,Bike,Driver_No_Show,1385
583,2024-03-25 06:00:00,Bangalore,Mini,Completed,1190
584,2024-03-25 07:00:00,Mumbai,Sedan,Completed,232
585,2024-03-25 08:00:00,Mumbai,Sedan,Completed,611
586,2024-03-25 09:00:00,Mumbai,Mini,Completed,310
587,2024-03-25 10:00:00,Mumbai,Bike,Completed,1087
588,2024-03-25 11:00:00,Pune,Bike,Completed,1086
589,2024-03-25 12:00:00,Pune,Auto,Cancelled,816
590,2024-03-25 13:00:00,Bangalore,Auto,Completed,352
591,2024-03-25 14:00:00,Mumbai,Auto,Completed,137
592,2024-03-25 15:00:00,Pune,Mini,Cancelled,1166
593,2024-03-25 16:00:00,Bangalore,Sedan,Cancelled,728
594,2024-03-25 17:00:00,Mumbai,Auto,Completed,1086
595,2024-03-25 18:00:00,Delhi,Sedan,Cancelled,145
596,2024-03-25 19:00:00,Pune,Sedan,Cancelled,404
597,2024-03-25 20:00:00,Bangalore,Sedan,Completed,332
598,2024-03-25 21:00:00,Delhi,Mini,Completed,344
599,2024-03-25 22:00:00,Mumbai,Mini,Completed,859
600,2024-03-25 23:00:00,Mumbai,Mini,Completed,1418
601,2024-03-26 00:00:00,Mumbai,Mini,Completed,938
602,2024-03-26 01:00:00,Pune,Auto,Driver_No_Show,257
603,2024-03-26 02:00:00,Bangalore,Bike,Cancelled,1124
604,2024-03-26 03:00:00,Delhi,Bike,Cancelled,316
605,2024-03-26 04:00:00,Bangalore,Bike,Driver_No_Show,1027
606,2024-03-26 05:00:00,Pune,Auto,Cancelled,606
607,2024-03-26 06:00:00,Bangalore,Bike,Completed,860
608,2024-03-26 07:00:00,Pune,Auto,Completed,1003
609,2024-03-26 08:00:00,Mumbai,Auto,Completed,680
610,2024-03-26 09:00:00,Delhi,Auto,Completed,1153
611,2024-03-26 10:00:00,Mumbai,Bike,Completed,726
612,2024-03-26 11:00:00,Bangalore,Sedan,Completed,619
613,2024-03-26 12:00:00,Mumbai,Bike,Cancelled,374
614,2024-03-26 13:00:00,Delhi,Bike,Completed,591
615,2024-03-26 14:00:00,Mumbai,Mini,Cancelled,926
616,2024-03-26 15:00:00,Delhi,Auto,Completed,1050
617,2024-03-26 16:00:00,Delhi,Sedan,Completed,1025
618,2024-03-26 17:00:00,Mumbai,Mini,Completed,946
619,2024-03-26 18:00:00,Pune,Sedan,Cancelled,1159
620,2024-03-26 19:00:00,Bangalore,Sedan,Completed,1434
621,2024-03-26 20:00:00,Pune,Auto,Completed,1167
622,2024-03-26 21:00:00,Pune,Bike,Completed,1278
623,2024-03-26 22:00:00,Mumbai,Auto,Completed,1200
624,2024-03-26 23:00:00,Bangalore,Auto,Completed,138
625,2024-03-27 00:00:00,Bangalore,Mini,Completed,338
626,2024-03-27 01:00:00,Pune,Auto,Completed,1136
627,2024-03-27 02:00:00,Mumbai,Bike,Completed,221
628,2024-03-27 03:00:00,Bangalore,Sedan,Completed,243
629,2024-03-27 04:00:00,Pune,Auto,Completed,783
630,2024-03-27 05:00:00,Bangalore,Sedan,Completed,554
631,2024-03-27 06:00:00,Mumbai,Auto,Completed,467
632,2024-03-27 07:00:00,Mumbai,Sedan,Completed,858
633,2024-03-27 08:00:00,Mumbai,Auto,Completed,346
634,2024-03-27 09:00:00,Bangalore,Mini,Completed,1022
635,2024-03-27 10:00:00,Delhi,Sedan,Completed,1168
636,2024-03-27 11:00:00,Bangalore,Auto,Completed,864
637,2024-03-27 12:00:00,Delhi,Auto,Driver_No_Show,474
638,2024-03-27 13:00:00,Mumbai,Mini,Completed,1414
639,2024-03-27 14:00:00,Pune,Mini,Completed,306
640,2024-03-27 15:00:00,Delhi,Mini,Completed,618
641,2024-03-27 16:00:00,Mumbai,Sedan,Cancelled,341
642,2024-03-27 17:00:00,Mumbai,Sedan,Completed,1237
643,2024-03-27 18:00:00,Delhi,Mini,Completed,918
644,2024-03-27 19:00:00,Pune,Bike,Cancelled,401
645,2024-03-27 20:00:00,Mumbai,Bike,Cancelled,1399
646,2024-03-27 21:00:00,Delhi,Auto,Completed,1219
647,2024-03-27 22:00:00,Pune,Bike,Completed,1417
648,2024-03-27 23:00:00,Pune,Auto,Cancelled,800
649,2024-03-28 00:00:00,Mumbai,Sedan,Completed,1483
650,2024-03-28 01:00:00,Bangalore,Sedan,Completed,387
651,2024-03-28 02:00:00,Bangalore,Bike,Completed,253
652,2024-03-28 03:00:00,Mumbai,Sedan,Cancelled,522
653,2024-03-28 04:00:00,Pune,Mini,Completed,949
654,2024-03-28 05:00:00,Mumbai,Mini,Completed,149
655,2024-03-28 06:00:00,Delhi,Bike,Driver_No_Show,1330
656,2024-03-28 07:00:00,Bangalore,Bike,Completed,663
657,2024-03-28 08:00:00,Delhi,Auto,Completed,953
658,2024-03-28 09:00:00,Mumbai,Sedan,Completed,982
659,2024-03-28 10:00:00,Mumbai,Auto,Driver_No_Show,761
660,2024-03-28 11:00:00,Pune,Auto,Completed,664
661,2024-03-28 12:00:00,Pune,Mini,Completed,312
662,2024-03-28 13:00:00,Pune,Mini,Completed,1189
663,2024-03-28 14:00:00,Delhi,Mini,Completed,1355
664,2024-03-28 15:00:00,Pune,Mini,Cancelled,910
665,2024-03-28 16:00:00,Mumbai,Auto,Completed,949
666,2024-03-28 17:00:00,Pune,Mini,Completed,1443
667,2024-03-28 18:00:00,Bangalore,Sedan,Completed,1260
668,2024-03-28 19:00:00,Pune,Mini,Cancelled,980
669,2024-03-28 20:00:00,Delhi,Mini,Completed,1188
670,2024-03-28 21:00:00,Bangalore,Mini,Completed,1255
671,2024-03-28 22:00:00,Bangalore,Bike,Completed,433
672,2024-03-28 23:00:00,Bangalore,Sedan,Completed,131
673,2024-03-29 00:00:00,Delhi,Sedan,Completed,967
674,2024-03-29 01:00:00,Mumbai,Auto,Completed,997
675,2024-03-29 02:00:00,Pune,Auto,Completed,1366
676,2024-03-29 03:00:00,Bangalore,Mini,Completed,1315
677,2024-03-29 04:00:00,Bangalore,Bike,Cancelled,1265
678,2024-03-29 05:00:00,Bangalore,Auto,Completed,700
679,2024-03-29 06:00:00,Mumbai,Auto,Cancelled,1087
680,2024-03-29 07:00:00,Mumbai,Mini,Completed,1314
681,2024-03-29 08:00:00,Delhi,Mini,Cancelled,1272
682,2024-03-29 09:00:00,Mumbai,Auto,Cancelled,698
683,2024-03-29 10:00:00,Pune,Auto,Cancelled,619
684,2024-03-29 11:00:00,Delhi,Sedan,Cancelled,968
685,2024-03-29 12:00:00,Delhi,Bike,Completed,115
686,2024-03-29 13:00:00,Pune,Sedan,Completed,1229
687,2024-03-29 14:00:00,Pune,Auto,Completed,382
688,2024-03-29 15:00:00,Pune,Sedan,Completed,1227
689,2024-03-29 16:00:00,Delhi,Sedan,Completed,460
690,2024-03-29 17:00:00,Delhi,Auto,Cancelled,1158
691,2024-03-29 18:00:00,Delhi,Mini,Completed,212
692,2024-03-29 19:00:00,Pune,Auto,Completed,407
693,2024-03-29 20:00:00,Pune,Mini,Cancelled,1058
694,2024-03-29 21:00:00,Bangalore,Auto,Completed,1176
695,2024-03-29 22:00:00,Mumbai,Auto,Completed,1204
696,2024-03-29 23:00:00,Bangalore,Auto,Cancelled,933
697,2024-03-30 00:00:00,Pune,Bike,Completed,1492
698,2024-03-30 01:00:00,Delhi,Mini,Completed,341
699,2024-03-30 02:00:00,Pune,Bike,Driver_No_Show,130
700,2024-03-30 03:00:00,Mumbai,Auto,Cancelled,803
701,2024-03-30 04:00:00,Bangalore,Sedan,Cancelled,968
702,2024-03-30 05:00:00,Bangalore,Bike,Completed,1484
703,2024-03-30 06:00:00,Delhi,Mini,Cancelled,332
704,2024-03-30 07:00:00,Bangalore,Auto,Completed,1157
705,2024-03-30 08:00:00,Bangalore,Bike,Completed,1366
706,2024-03-30 09:00:00,Pune,Sedan,Completed,1050
707,2024-03-30 10:00:00,Bangalore,Bike,Completed,158
708,2024-03-30 11:00:00,Bangalore,Mini,Completed,870
709,2024-03-30 12:00:00,Bangalore,Bike,Completed,1201
710,2024-03-30 13:00:00,Delhi,Sedan,Completed,817
711,2024-03-30 14:00:00,Delhi,Sedan,Completed,401
712,2024-03-30 15:00:00,Pune,Mini,Cancelled,902
713,2024-03-30 16:00:00,Bangalore,Sedan,Completed,996
714,2024-03-30 17:00:00,Delhi,Auto,Completed,211
715,2024-03-30 18:00:00,Delhi,Sedan,Completed,416
716,2024-03-30 19:00:00,Pune,Auto,Completed,1268
717,2024-03-30 20:00:00,Mumbai,Bike,Completed,767
718,2024-03-30 21:00:00,Bangalore,Auto,Completed,789
719,2024-03-30 22:00:00,Delhi,Auto,Completed,117
720,2024-03-30 23:00:00,Pune,Bike,Driver_No_Show,1474
721,2024-03-31 00:00:00,Pune,Sedan,Completed,1278
722,2024-03-31 01:00:00,Pune,Auto,Completed,877
723,2024-03-31 02:00:00,Delhi,Sedan,Completed,459
724,2024-03-31 03:00:00,Bangalore,Bike,Completed,431
725,2024-03-31 04:00:00,Mumbai,Mini,Completed,627
726,2024-03-31 05:00:00,Bangalore,Sedan,Completed,111
727,2024-03-31 06:00:00,Pune,Sedan,Completed,1198
728,2024-03-31 07:00:00,Pune,Mini,Driver_No_Show,311
729,2024-03-31 08:00:00,Mumbai,Mini,Completed,740
730,2024-03-31 09:00:00,Bangalore,Bike,Completed,382
731,2024-03-31 10:00:00,Pune,Sedan,Cancelled,1318
732,2024-03-31 11:00:00,Pune,Sedan,Completed,879
733,2024-03-31 12:00:00,Bangalore,Bike,Cancelled,1153
734,2024-03-31 13:00:00,Pune,Sedan,Completed,1132
735,2024-03-31 14:00:00,Bangalore,Auto,Completed,1432
736,2024-03-31 15:00:00,Pune,Auto,Cancelled,1433
737,2024-03-31 16:00:00,Bangalore,Auto,Cancelled,776
738,2024-03-31 17:00:00,Mumbai,Sedan,Cancelled,804
739,2024-03-31 18:00:00,Pune,Auto,Completed,525
740,2024-03-31 19:00:00,Mumbai,Auto,Driver_No_Show,690
741,2024-03-31 20:00:00,Pune,Bike,Driver_No_Show,190
742,2024-03-31 21:00:00,Pune,Bike,Completed,555
743,2024-03-31 22:00:00,Delhi,Mini,Completed,543
744,2024-03-31 23:00:00,Bangalore,Mini,Completed,178
745,2024-04-01 00:00:00,Mumbai,Mini,Driver_No_Show,1026
746,2024-04-01 01:00:00,Mumbai,Mini,Completed,202
747,2024-04-01 02:00:00,Mumbai,Bike,Completed,722
748,2024-04-01 03:00:00,Bangalore,Bike,Completed,1089
749,2024-04-01 04:00:00,Delhi,Bike,Completed,1437
750,2024-04-01 05:00:00,Mumbai,Auto,Completed,1370
751,2024-04-01 06:00:00,Bangalore,Auto,Completed,333
752,2024-04-01 07:00:00,Pune,Mini,Driver_No_Show,743
753,2024-04-01 08:00:00,Mumbai,Auto,Completed,1358
754,2024-04-01 09:00:00,Mumbai,Sedan,Cancelled,889
755,2024-04-01 10:00:00,Delhi,Bike,Completed,486
756,2024-04-01 11:00:00,Mumbai,Mini,Completed,946
757,2024-04-01 12:00:00,Mumbai,Mini,Completed,137
758,2024-04-01 13:00:00,Pune,Sedan,Completed,1284
759,2024-04-01 14:00:00,Bangalore,Auto,Completed,1240
760,2024-04-01 15:00:00,Bangalore,Mini,Driver_No_Show,340
761,2024-04-01 16:00:00,Delhi,Auto,Completed,1149
762,2024-04-01 17:00:00,Pune,Auto,Completed,661
763,2024-04-01 18:00:00,Bangalore,Sedan,Completed,905
764,2024-04-01 19:00:00,Pune,Mini,Completed,397
765,2024-04-01 20:00:00,Bangalore,Auto,Driver_No_Show,904
766,2024-04-01 21:00:00,Pune,Auto,Completed,253
767,2024-04-01 22:00:00,Delhi,Sedan,Completed,831
768,2024-04-01 23:00:00,Mumbai,Sedan,Completed,567
769,2024-04-02 00:00:00,Delhi,Auto,Completed,148
770,2024-04-02 01:00:00,Bangalore,Sedan,Completed,145
771,2024-04-02 02:00:00,Delhi,Auto,Completed,1408
772,2024-04-02 03:00:00,Mumbai,Mini,Completed,879
773,2024-04-02 04:00:00,Delhi,Bike,Completed,181
774,2024-04-02 05:00:00,Bangalore,Sedan,Completed,1167
775,2024-04-02 06:00:00,Bangalore,Bike,Cancelled,1054
776,2024-04-02 07:00:00,Delhi,Auto,Completed,372
777,2024-04-02 08:00:00,Mumbai,Auto,Cancelled,493
778,2024-04-02 09:00:00,Delhi,Auto,Cancelled,889
779,2024-04-02 10:00:00,Mumbai,Bike,Completed,694
780,2024-04-02 11:00:00,Pune,Auto,Completed,157
781,2024-04-02 12:00:00,Mumbai,Sedan,Completed,664
782,2024-04-02 13:00:00,Pune,Mini,Completed,100
783,2024-04-02 14:00:00,Delhi,Mini,Completed,315
784,2024-04-02 15:00:00,Mumbai,Sedan,Completed,1440
785,2024-04-02 16:00:00,Pune,Mini,Completed,1351
786,2024-04-02 17:00:00,Pune,Bike,Cancelled,865
787,2024-04-02 18:00:00,Pune,Auto,Completed,770
788,2024-04-02 19:00:00,Bangalore,Auto,Completed,1410
789,2024-04-02 20:00:00,Delhi,Auto,Completed,610
790,2024-04-02 21:00:00,Pune,Bike,Completed,1014
791,2024-04-02 22:00:00,Mumbai,Bike,Completed,194
792,2024-04-02 23:00:00,Pune,Bike,Cancelled,592
793,2024-04-03 00:00:00,Bangalore,Sedan,Cancelled,864
794,2024-04-03 01:00:00,Delhi,Bike,Cancelled,1121
795,2024-04-03 02:00:00,Bangalore,Mini,Completed,249
796,2024-04-03 03:00:00,Bangalore,Sedan,Completed,1146
797,2024-04-03 04:00:00,Bangalore,Sedan,Completed,855
798,2024-04-03 05:00:00,Mumbai,Sedan,Completed,1338
799,2024-04-03 06:00:00,Delhi,Bike,Completed,498
800,2024-04-03 07:00:00,Delhi,Sedan,Completed,509
801,2024-04-03 08:00:00,Mumbai,Bike,Completed,230
802,2024-04-03 09:00:00,Delhi,Bike,Completed,954
803,2024-04-03 10:00:00,Bangalore,Sedan,Completed,247
804,2024-04-03 11:00:00,Delhi,Auto,Cancelled,480
805,2024-04-03 12:00:00,Mumbai,Auto,Completed,1232
806,2024-04-03 13:00:00,Bangalore,Sedan,Driver_No_Show,651
807,2024-04-03 14:00:00,Mumbai,Auto,Cancelled,1244
808,2024-04-03 15:00:00,Pune,Mini,Completed,394
809,2024-04-03 16:00:00,Bangalore,Mini,Completed,1243
810,2024-04-03 17:00:00,Bangalore,Bike,Completed,555
811,2024-04-03 18:00:00,Delhi,Auto,Cancelled,268
812,2024-04-03 19:00:00,Bangalore,Mini,Completed,809
813,2024-04-03 20:00:00,Mumbai,Sedan,Driver_No_Show,1266
814,2024-04-03 21:00:00,Delhi,Auto,Completed,136
815,2024-04-03 22:00:00,Pune,Mini,Cancelled,1384
816,2024-04-03 23:00:00,Mumbai,Mini,Cancelled,330
817,2024-04-04 00:00:00,Pune,Sedan,Completed,353
818,2024-04-04 01:00:00,Pune,Bike,Completed,428
819,2024-04-04 02:00:00,Pune,Sedan,Completed,1420
820,2024-04-04 03:00:00,Bangalore,Bike,Completed,1079
821,2024-04-04 04:00:00,Mumbai,Mini,Completed,109
822,2024-04-04 05:00:00,Mumbai,Bike,Cancelled,545
823,2024-04-04 06:00:00,Bangalore,Mini,Completed,1021
824,2024-04-04 07:00:00,Delhi,Mini,Driver_No_Show,935
825,2024-04-04 08:00:00,Pune,Auto,Cancelled,1353
826,2024-04-04 09:00:00,Mumbai,Bike,Completed,177
827,2024-04-04 10:00:00,Bangalore,Bike,Cancelled,292
828,2024-04-04 11:00:00,Pune,Bike,Completed,500
829,2024-04-04 12:00:00,Delhi,Sedan,Cancelled,208
830,2024-04-04 13:00:00,Delhi,Auto,Completed,891
831,2024-04-04 14:00:00,Pune,Auto,Completed,362
832,2024-04-04 15:00:00,Delhi,Auto,Completed,428
833,2024-04-04 16:00:00,Mumbai,Sedan,Completed,462
834,2024-04-04 17:00:00,Mumbai,Bike,Completed,1464
835,2024-04-04 18:00:00,Mumbai,Bike,Completed,358
836,2024-04-04 19:00:00,Delhi,Bike,Completed,1458
837,2024-04-04 20:00:00,Mumbai,Auto,Cancelled,184
838,2024-04-04 21:00:00,Bangalore,Auto,Completed,407
839,2024-04-04 22:00:00,Mumbai,Mini,Completed,361
840,2024-04-04 23:00:00,Mumbai,Sedan,Completed,896
841,2024-04-05 00:00:00,Delhi,Sedan,Cancelled,730
842,2024-04-05 01:00:00,Mumbai,Auto,Driver_No_Show,779
843,2024-04-05 02:00:00,Pune,Mini,Completed,964
844,2024-04-05 03:00:00,Bangalore,Bike,Completed,1374
845,2024-04-05 04:00:00,Delhi,Auto,Completed,423
846,2024-04-05 05:00:00,Bangalore,Sedan,Completed,1024
847,2024-04-05 06:00:00,Pune,Sedan,Cancelled,1352
848,2024-04-05 07:00:00,Delhi,Sedan,Completed,1420
849,2024-04-05 08:00:00,Delhi,Bike,Driver_No_Show,826
850,2024-04-05 09:00:00,Mumbai,Sedan,Completed,1360
851,2024-04-05 10:00:00,Bangalore,Bike,Driver_No_Show,1077
852,2024-04-05 11:00:00,Pune,Bike,Completed,316
853,2024-04-05 12:00:00,Pune,Bike,Cancelled,1369
854,2024-04-05 13:00:00,Delhi,Auto,Cancelled,547
855,2024-04-05 14:00:00,Mumbai,Bike,Driver_No_Show,418
856,2024-04-05 15:00:00,Delhi,Mini,Completed,1093
857,2024-04-05 16:00:00,Delhi,Sedan,Completed,136
858,2024-04-05 17:00:00,Delhi,Auto,Completed,830
859,2024-04-05 18:00:00,Delhi,Sedan,Completed,1465
860,2024-04-05 19:00:00,Pune,Bike,Completed,1110
861,2024-04-05 20:00:00,Pune,Auto,Completed,1157
862,2024-04-05 21:00:00,Delhi,Mini,Completed,138
863,2024-04-05 22:00:00,Delhi,Bike,Completed,308
864,2024-04-05 23:00:00,Mumbai,Sedan,Completed,929
865,2024-04-06 00:00:00,Delhi,Mini,Completed,955
866,2024-04-06 01:00:00,Pune,Bike,Completed,1275
867,2024-04-06 02:00:00,Bangalore,Mini,Completed,998
868,2024-04-06 03:00:00,Pune,Bike,Completed,1488
869,2024-04-06 04:00:00,Mumbai,Auto,Completed,1322
870,2024-04-06 05:00:00,Pune,Bike,Cancelled,700
871,2024-04-06 06:00:00,Bangalore,Auto,Driver_No_Show,859
872,2024-04-06 07:00:00,Delhi,Bike,Driver_No_Show,1202
873,2024-04-06 08:00:00,Bangalore,Bike,Cancelled,533
874,2024-04-06 09:00:00,Delhi,Sedan,Completed,941
875,2024-04-06 10:00:00,Delhi,Mini,Completed,131
876,2024-04-06 11:00:00,Pune,Mini,Completed,1210
877,2024-04-06 12:00:00,Pune,Mini,Completed,492
878,2024-04-06 13:00:00,Pune,Bike,Completed,1367
879,2024-04-06 14:00:00,Mumbai,Bike,Completed,1355
880,2024-04-06 15:00:00,Pune,Bike,Completed,1009
881,2024-04-06 16:00:00,Mumbai,Auto,Completed,291
